#Replicon Name	Replicon Accession	Start	Stop	Strand	GeneID	Locus	Locus tag	Protein product	Length	Protein name
chr	NZ_CP022374.1	14	493	-	-	-	CBI36_RS00005	WP_089178317.1	159	MULTISPECIES: YaiI/YqxD family protein
chr	NZ_CP022374.1	734	1258	+	-	-	CBI36_RS00010	WP_089178318.1	174	MULTISPECIES: periplasmic heavy metal sensor
chr	NZ_CP022374.1	1394	2635	+	-	-	CBI36_RS00015	WP_089178319.1	413	MULTISPECIES: multidrug effflux MFS transporter
chr	NZ_CP022374.1	2665	3051	-	-	-	CBI36_RS00020	WP_006116600.1	128	MULTISPECIES: hypothetical protein
chr	NZ_CP022374.1	3082	3267	-	-	-	CBI36_RS00025	WP_003623252.1	61	MULTISPECIES: Trm112 family protein
chr	NZ_CP022374.1	3294	3998	-	-	-	CBI36_RS00030	WP_006116601.1	234	MULTISPECIES: peptidase
chr	NZ_CP022374.1	4013	4972	-	-	-	CBI36_RS00035	WP_089178320.1	319	MULTISPECIES: tetratricopeptide repeat protein
chr	NZ_CP022374.1	5211	8075	+	-	uvrA	CBI36_RS00040	WP_063353242.1	954	MULTISPECIES: excinuclease ABC subunit UvrA
chr	NZ_CP022374.1	8075	8914	+	-	-	CBI36_RS00045	WP_089178321.1	279	MULTISPECIES: creatininase family protein
chr	NZ_CP022374.1	9022	10320	+	-	-	CBI36_RS00050	WP_089178322.1	432	MULTISPECIES: YncE family protein
chr	NZ_CP022374.1	10402	11634	+	-	-	CBI36_RS00055	WP_089178323.1	410	MULTISPECIES: DUF2075 domain-containing protein
chr	NZ_CP022374.1	11869	12429	+	-	-	CBI36_RS00060	WP_006116607.1	186	MULTISPECIES: NifU family protein
chr	NZ_CP022374.1	12497	13126	+	-	-	CBI36_RS00065	WP_089178324.1	209	MULTISPECIES: malonic semialdehyde reductase
chr	NZ_CP022374.1	13123	13815	+	-	tsaB	CBI36_RS00070	WP_089178325.1	230	MULTISPECIES: tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex dimerization subunit type 1 TsaB
chr	NZ_CP022374.1	13812	14270	+	-	rimI	CBI36_RS00075	WP_089178326.1	152	MULTISPECIES: ribosomal-protein-alanine N-acetyltransferase
chr	NZ_CP022374.1	14321	15604	-	-	purD	CBI36_RS00080	WP_089178327.1	427	MULTISPECIES: phosphoribosylamine--glycine ligase
chr	NZ_CP022374.1	15656	17110	+	-	-	CBI36_RS00085	WP_089178328.1	484	MULTISPECIES: exodeoxyribonuclease VII large subunit
chr	NZ_CP022374.1	17209	17550	+	-	-	CBI36_RS00090	WP_003623232.1	113	MULTISPECIES: hypothetical protein
chr	NZ_CP022374.1	17723	18898	+	-	-	CBI36_RS00100	WP_089178329.1	391	MULTISPECIES: phosphoserine transaminase
chr	NZ_CP022374.1	18982	20373	-	-	-	CBI36_RS00105	WP_006116615.1	463	MULTISPECIES: NAD-dependent succinate-semialdehyde dehydrogenase
chr	NZ_CP022374.1	20413	21441	-	-	adhP	CBI36_RS00110	WP_063353251.1	342	MULTISPECIES: alcohol dehydrogenase AdhP
chr	NZ_CP022374.1	21518	22933	-	-	-	CBI36_RS00115	WP_089178330.1	471	MULTISPECIES: NAD(P)(+) transhydrogenase (Re/Si-specific) subunit beta
chr	NZ_CP022374.1	22934	23260	-	-	-	CBI36_RS00120	WP_089178331.1	108	MULTISPECIES: NAD(P) transhydrogenase subunit alpha
chr	NZ_CP022374.1	23257	24408	-	-	-	CBI36_RS00125	WP_089179853.1	383	MULTISPECIES: NAD(P) transhydrogenase subunit alpha
chr	NZ_CP022374.1	24810	25832	+	-	-	CBI36_RS00130	WP_089178332.1	340	MULTISPECIES: aspartate-semialdehyde dehydrogenase
chr	NZ_CP022374.1	25969	26442	+	-	sdhC	CBI36_RS00135	WP_006116621.1	157	MULTISPECIES: succinate dehydrogenase, cytochrome b556 subunit
chr	NZ_CP022374.1	26444	26857	+	-	sdhD	CBI36_RS00140	WP_006116622.1	137	MULTISPECIES: succinate dehydrogenase, hydrophobic membrane anchor protein
chr	NZ_CP022374.1	26975	28786	+	-	-	CBI36_RS00145	WP_063353254.1	603	MULTISPECIES: succinate dehydrogenase flavoprotein subunit
chr	NZ_CP022374.1	28823	29605	+	-	-	CBI36_RS00150	WP_006116624.1	260	MULTISPECIES: succinate dehydrogenase iron-sulfur subunit
chr	NZ_CP022374.1	29782	30444	+	-	-	CBI36_RS00155	WP_089179854.1	220	MULTISPECIES: protein tyrosine phosphatase
chr	NZ_CP022374.1	30504	31385	+	-	-	CBI36_RS00160	WP_063353255.1	293	MULTISPECIES: DMT family transporter
