#Replicon Name	Replicon Accession	Start	Stop	Strand	GeneID	Locus	Locus tag	Protein product	Length	Protein name
chr	NZ_CP023189.1	2575	2919	-	-	-	CJF59_RS00015	WP_116100188.1	114	hypothetical protein
chr	NZ_CP023189.1	2907	3242	-	-	-	CJF59_RS00020	WP_116100189.1	111	hypothetical protein
chr	NZ_CP023189.1	5879	6271	-	-	-	CJF59_RS00030	WP_116100190.1	130	hypothetical protein
chr	NZ_CP023189.1	6253	7119	-	-	-	CJF59_RS00035	WP_116100191.1	288	hypothetical protein
chr	NZ_CP023189.1	7847	8221	-	-	-	CJF59_RS00045	WP_089179847.1	124	MULTISPECIES: hypothetical protein
chr	NZ_CP023189.1	8245	8679	-	-	-	CJF59_RS00050	WP_089178616.1	144	MULTISPECIES: hypothetical protein
chr	NZ_CP023189.1	10056	10502	-	-	-	CJF59_RS00065	WP_089178618.1	148	MULTISPECIES: hypothetical protein
chr	NZ_CP023189.1	10499	10939	-	-	-	CJF59_RS00070	WP_089178619.1	146	MULTISPECIES: hypothetical protein
chr	NZ_CP023189.1	13571	14614	-	-	-	CJF59_RS00090	WP_089178624.1	347	MULTISPECIES: S49 family peptidase
chr	NZ_CP023189.1	14532	15809	-	-	-	CJF59_RS00095	WP_116100192.1	425	phage portal protein
chr	NZ_CP023189.1	15812	17536	-	-	-	CJF59_RS00100	WP_089178626.1	574	MULTISPECIES: terminase large subunit
chr	NZ_CP023189.1	17539	18000	-	-	-	CJF59_RS00105	WP_063353594.1	153	MULTISPECIES: phage terminase small subunit P27 family
chr	NZ_CP023189.1	18199	18519	-	-	-	CJF59_RS00110	WP_089178627.1	106	MULTISPECIES: HNH endonuclease
chr	NZ_CP023189.1	18634	19065	-	-	-	CJF59_RS00115	WP_089178628.1	143	MULTISPECIES: hypothetical protein
chr	NZ_CP023189.1	19325	21253	-	-	-	CJF59_RS00120	WP_089179844.1	642	MULTISPECIES: ATP-binding protein
chr	NZ_CP023189.1	21201	22229	-	-	-	CJF59_RS00125	WP_089179843.1	342	MULTISPECIES: hypothetical protein
chr	NZ_CP023189.1	22226	22645	-	-	-	CJF59_RS00130	WP_089179842.1	139	hypothetical protein
chr	NZ_CP023189.1	22638	22823	-	-	-	CJF59_RS00135	WP_035351160.1	61	MULTISPECIES: hypothetical protein
chr	NZ_CP023189.1	22810	23007	-	-	-	CJF59_RS00140	WP_035351162.1	65	MULTISPECIES: hypothetical protein
chr	NZ_CP023189.1	22997	23467	-	-	-	CJF59_RS00145	WP_116100193.1	156	hypothetical protein
chr	NZ_CP023189.1	23565	23807	+	-	-	CJF59_RS00150	WP_035351168.1	80	MULTISPECIES: hypothetical protein
chr	NZ_CP023189.1	23781	24305	-	-	-	CJF59_RS00155	WP_035351170.1	174	MULTISPECIES: hypothetical protein
chr	NZ_CP023189.1	24302	24628	-	-	-	CJF59_RS00160	WP_116100194.1	108	hypothetical protein
chr	NZ_CP023189.1	24955	25353	+	-	-	CJF59_RS00165	WP_035352104.1	132	MULTISPECIES: XRE family transcriptional regulator
chr	NZ_CP023189.1	25749	26087	+	-	-	CJF59_RS00170	WP_035352102.1	112	MULTISPECIES: hypothetical protein
chr	NZ_CP023189.1	26216	26593	+	-	-	CJF59_RS00175	WP_035352390.1	125	MULTISPECIES: hypothetical protein
chr	NZ_CP023189.1	26710	26949	+	-	-	CJF59_RS00180	WP_035353158.1	79	hypothetical protein
chr	NZ_CP023189.1	26946	27242	+	-	-	CJF59_RS00185	WP_035353160.1	98	MULTISPECIES: hypothetical protein
chr	NZ_CP023189.1	27218	27565	+	-	-	CJF59_RS00190	WP_035353163.1	115	hypothetical protein
chr	NZ_CP023189.1	27562	28017	+	-	-	CJF59_RS00195	WP_116100195.1	151	hypothetical protein
chr	NZ_CP023189.1	28052	28300	+	-	-	CJF59_RS00200	WP_116100196.1	82	hypothetical protein
chr	NZ_CP023189.1	28313	28885	+	-	-	CJF59_RS00205	WP_088364797.1	190	MULTISPECIES: hypothetical protein
chr	NZ_CP023189.1	28882	29382	+	-	-	CJF59_RS00210	WP_035351009.1	166	MULTISPECIES: hypothetical protein
chr	NZ_CP023189.1	29399	29662	+	-	-	CJF59_RS00215	WP_100070302.1	87	MULTISPECIES: DNA-binding protein
chr	NZ_CP023189.1	29539	30537	+	-	-	CJF59_RS00220	WP_050793174.1	332	MULTISPECIES: site-specific integrase
chr	NZ_CP023189.1	30841	31284	-	-	-	CJF59_RS00225	WP_006115708.1	147	MULTISPECIES: hypothetical protein
chr	NZ_CP023189.1	31538	32251	+	-	-	CJF59_RS00230	WP_089179834.1	237	MULTISPECIES: hypothetical protein
chr	NZ_CP023189.1	32298	32762	-	-	-	CJF59_RS00235	WP_089179833.1	154	MULTISPECIES: methylated-DNA-
chr	NZ_CP023189.1	32924	34255	+	-	mnmE	CJF59_RS00240	WP_089179832.1	443	MULTISPECIES: tRNA uridine-5-carboxymethylaminomethyl(34) synthesis GTPase MnmE
chr	NZ_CP023189.1	34277	36157	+	-	mnmG	CJF59_RS00245	WP_089179831.1	626	MULTISPECIES: tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG
chr	NZ_CP023189.1	36141	36737	+	-	rsmG	CJF59_RS00250	WP_006115702.1	198	MULTISPECIES: 16S rRNA (guanine(527)-N(7))-methyltransferase RsmG
chr	NZ_CP023189.1	36730	37527	+	-	-	CJF59_RS00255	WP_006115701.1	265	MULTISPECIES: ParA family protein
chr	NZ_CP023189.1	37524	38447	+	-	-	CJF59_RS00260	WP_089179830.1	307	MULTISPECIES: ParB/RepB/Spo0J family partition protein
chr	NZ_CP023189.1	38970	39665	+	-	-	CJF59_RS00270	WP_089179829.1	231	MULTISPECIES: glutathione S-transferase
chr	NZ_CP023189.1	39872	40426	+	-	-	CJF59_RS00275	WP_006115687.1	184	MULTISPECIES: hypothetical protein
chr	NZ_CP023189.1	40474	40890	+	-	-	CJF59_RS00280	WP_089179828.1	138	MULTISPECIES: DUF4186 domain-containing protein
chr	NZ_CP023189.1	40910	42094	-	-	-	CJF59_RS00285	WP_089179827.1	394	MULTISPECIES: 5-demethoxyubiquinol-8 5-hydroxylase UbiM
chr	NZ_CP023189.1	42091	42687	-	-	-	CJF59_RS00290	WP_089179826.1	198	MULTISPECIES: nitroreductase
chr	NZ_CP023189.1	42721	43095	-	-	-	CJF59_RS00295	WP_089179825.1	124	MULTISPECIES: histidine triad nucleotide-binding protein
chr	NZ_CP023189.1	43102	43536	-	-	-	CJF59_RS00300	WP_089179824.1	144	MULTISPECIES: phosphoribosyl-ATP diphosphatase
chr	NZ_CP023189.1	43545	44321	-	-	hisF	CJF59_RS00305	WP_089179823.1	258	MULTISPECIES: imidazole glycerol phosphate synthase subunit HisF
chr	NZ_CP023189.1	44321	45646	-	-	hisA	CJF59_RS00310	WP_116100197.1	441	1-(5-phosphoribosyl)-5
chr	NZ_CP023189.1	45646	46302	-	-	hisH	CJF59_RS00315	WP_063354791.1	218	MULTISPECIES: imidazole glycerol phosphate synthase subunit HisH
chr	NZ_CP023189.1	46457	47053	-	-	hisB	CJF59_RS00320	WP_006115677.1	198	MULTISPECIES: imidazoleglycerol-phosphate dehydratase HisB
chr	NZ_CP023189.1	47129	49156	-	-	-	CJF59_RS00325	WP_089179821.1	675	MULTISPECIES: NAD(+) synthase
chr	NZ_CP023189.1	49567	52764	-	-	-	CJF59_RS00335	WP_089179820.1	1065	MULTISPECIES: glycosyltransferase
chr	NZ_CP023189.1	53083	54504	+	-	-	CJF59_RS00340	WP_089179819.1	473	MULTISPECIES: hypothetical protein
chr	NZ_CP023189.1	54635	57454	+	-	-	CJF59_RS00345	WP_089179818.1	939	MULTISPECIES: glycosyltransferase
chr	NZ_CP023189.1	57451	58410	-	-	-	CJF59_RS00350	WP_089179817.1	319	MULTISPECIES: glycosyl transferase
chr	NZ_CP023189.1	58522	58791	+	-	-	CJF59_RS00355	WP_003623313.1	89	MULTISPECIES: HU family DNA-binding protein
chr	NZ_CP023189.1	58864	60144	-	-	-	CJF59_RS00360	WP_089179816.1	426	MULTISPECIES: MFS transporter
chr	NZ_CP023189.1	60573	61214	-	-	-	CJF59_RS00370	WP_089179815.1	213	MULTISPECIES: TetR family transcriptional regulator
chr	NZ_CP023189.1	61272	62093	-	-	-	CJF59_RS00375	WP_089179814.1	273	MULTISPECIES: pyrroline-5-carboxylate reductase
chr	NZ_CP023189.1	62093	62593	-	-	-	CJF59_RS00380	WP_035353015.1	166	MULTISPECIES: hypothetical protein
chr	NZ_CP023189.1	62651	62953	-	-	-	CJF59_RS00385	WP_089179982.1	100	MULTISPECIES: accessory factor UbiK family protein
chr	NZ_CP023189.1	63400	64314	+	-	-	CJF59_RS00390	WP_035353017.1	304	MULTISPECIES: J domain-containing protein
