#Replicon Name	Replicon Accession	Start	Stop	Strand	GeneID	Locus	Locus tag	Protein product	Length	Protein name
chr	NZ_CP014687.1	1918	2379	+	34327610	-	A0U91_RS00015	WP_077929649.1	153	(2Fe-2S)-binding protein
chr	NZ_CP014687.1	2486	4567	+	34325322	-	A0U91_RS00020	WP_077931557.1	693	xanthine dehydrogenase family protein molybdopterin-binding subunit
chr	NZ_CP014687.1	5803	6345	-	34326977	-	A0U91_RS00030	WP_025829444.1	180	cupin domain-containing protein
chr	NZ_CP014687.1	6643	6894	-	34326338	-	A0U91_RS00035	WP_077929650.1	83	hypothetical protein
chr	NZ_CP014687.1	11029	11622	+	34325645	-	A0U91_RS00055	WP_077929651.1	197	alkyl hydroperoxide reductase
chr	NZ_CP014687.1	11609	12211	+	34326539	mauA	A0U91_RS00060	WP_077929652.1	200	methylamine dehydrogenase (amicyanin) small subunit
chr	NZ_CP014687.1	12208	12678	+	34326560	-	A0U91_RS00065	WP_025828988.1	156	cytochrome c
chr	NZ_CP014687.1	12806	13174	+	34326708	-	A0U91_RS00070	WP_099050377.1	122	cystathionine beta-lyase
chr	NZ_CP014687.1	13171	13770	-	34326238	-	A0U91_RS00075	WP_077929654.1	199	methylamine dehydrogenase
chr	NZ_CP014687.1	13991	14398	+	34326239	-	A0U91_RS00080	WP_077929655.1	135	lytic transglycosylase domain-containing protein
chr	NZ_CP014687.1	14424	15347	-	34326233	-	A0U91_RS00085	WP_077929656.1	307	LysR family transcriptional regulator
chr	NZ_CP014687.1	17120	18196	+	34325998	-	A0U91_RS00095	WP_077929657.1	358	HlyD family secretion protein
chr	NZ_CP014687.1	19734	20468	+	34327189	-	A0U91_RS00105	WP_077929658.1	244	hypothetical protein
chr	NZ_CP014687.1	20522	21712	-	34327190	-	A0U91_RS00110	WP_077929659.1	396	low temperature requirement protein A
chr	NZ_CP014687.1	21709	22653	-	34325586	-	A0U91_RS00115	WP_077929660.1	314	LysR family transcriptional regulator
chr	NZ_CP014687.1	22773	23642	+	34325584	-	A0U91_RS00120	WP_077931558.1	289	pirin family protein
chr	NZ_CP014687.1	23675	24262	+	34325571	-	A0U91_RS00125	WP_077929661.1	195	NAD(P)H-dependent oxidoreductase
chr	NZ_CP014687.1	24816	26471	-	34327800	-	A0U91_RS00130	WP_077931559.1	551	alkaline phosphatase family protein
chr	NZ_CP014687.1	26682	27173	-	34327797	-	A0U91_RS00135	WP_077931560.1	163	hypothetical protein
chr	NZ_CP014687.1	27590	28045	-	34325263	-	A0U91_RS00140	WP_077929662.1	151	site-specific integrase
chr	NZ_CP014687.1	28069	28713	-	34325297	-	A0U91_RS00145	WP_077929663.1	214	lytic transglycosylase domain-containing protein
chr	NZ_CP014687.1	28868	29302	+	34325966	-	A0U91_RS00150	WP_077929664.1	144	hypothetical protein
chr	NZ_CP014687.1	29309	29803	-	34326817	-	A0U91_RS00155	WP_077929665.1	164	hypothetical protein
chr	NZ_CP014687.1	30175	30396	-	34324970	-	A0U91_RS00165	WP_077929666.1	73	energy transducer TonB
chr	NZ_CP014687.1	30644	31168	+	34327087	-	A0U91_RS00170	WP_077929667.1	174	hypothetical protein
chr	NZ_CP014687.1	31448	31828	-	34326782	-	A0U91_RS00175	WP_077929668.1	126	hypothetical protein
chr	NZ_CP014687.1	32008	32604	+	34327562	-	A0U91_RS00180	WP_077929669.1	198	hypothetical protein
chr	NZ_CP014687.1	33234	33584	-	34327662	-	A0U91_RS00190	WP_077929670.1	116	Arc family DNA-binding protein
chr	NZ_CP014687.1	34836	35021	+	34324984	-	A0U91_RS00200	WP_077929672.1	61	hypothetical protein
chr	NZ_CP014687.1	35217	36848	-	34325094	-	A0U91_RS00205	WP_077929673.1	543	hypothetical protein
chr	NZ_CP014687.1	38029	38268	+	34325478	-	A0U91_RS00215	WP_077929675.1	79	hypothetical protein
chr	NZ_CP014687.1	38254	38865	-	34324966	-	A0U91_RS00220	WP_077929676.1	203	hypothetical protein
chr	NZ_CP014687.1	39069	39581	-	34326652	-	A0U91_RS00225	WP_077929677.1	170	hypothetical protein
chr	NZ_CP014687.1	39958	41055	+	34326650	-	A0U91_RS00230	WP_077929678.1	365	hypothetical protein
chr	NZ_CP014687.1	41395	43257	-	34327589	-	A0U91_RS00235	WP_077929679.1	620	hypothetical protein
chr	NZ_CP014687.1	43269	43736	-	34327678	-	A0U91_RS00240	WP_077929680.1	155	hypothetical protein
chr	NZ_CP014687.1	43781	44392	+	34326979	-	A0U91_RS00245	WP_077929681.1	203	hypothetical protein
chr	NZ_CP014687.1	44419	44784	+	34326627	-	A0U91_RS00250	WP_077929682.1	121	hypothetical protein
chr	NZ_CP014687.1	44787	45287	+	34327677	-	A0U91_RS00255	WP_077929683.1	166	hypothetical protein
chr	NZ_CP014687.1	45272	46035	-	34326666	-	A0U91_RS00260	WP_099050376.1	254	IS5 family transposase
chr	NZ_CP014687.1	46120	46356	+	34326240	-	A0U91_RS00265	WP_077929684.1	78	hypothetical protein
chr	NZ_CP014687.1	47277	47723	+	34326241	-	A0U91_RS00270	WP_077929685.1	148	hypothetical protein
chr	NZ_CP014687.1	47736	48164	+	34325286	-	A0U91_RS00275	WP_077929686.1	142	cell wall hydrolase
chr	NZ_CP014687.1	48161	48478	+	34325095	-	A0U91_RS00280	WP_077929687.1	105	hypothetical protein
chr	NZ_CP014687.1	48475	49023	+	34325265	-	A0U91_RS00285	WP_077929688.1	182	twin-arginine translocation signal domain-containing protein
chr	NZ_CP014687.1	49087	49503	+	34325409	-	A0U91_RS00290	WP_077929689.1	138	hypothetical protein
chr	NZ_CP014687.1	49725	50264	-	34326353	-	A0U91_RS00295	WP_077929690.1	179	hypothetical protein
chr	NZ_CP014687.1	50977	51387	-	34325583	-	A0U91_RS00300	WP_077929691.1	136	hypothetical protein
chr	NZ_CP014687.1	53816	54418	-	34326686	-	A0U91_RS00310	WP_077931561.1	200	TetR/AcrR family transcriptional regulator
chr	NZ_CP014687.1	54674	56128	-	34326679	-	A0U91_RS00315	WP_077929692.1	484	TolC family protein
chr	NZ_CP014687.1	56129	57256	-	34326673	-	A0U91_RS00320	WP_077929693.1	375	ABC transporter permease
chr	NZ_CP014687.1	57256	59991	-	34327632	-	A0U91_RS00325	WP_077929694.1	911	ABC transporter ATP-binding protein/permease
chr	NZ_CP014687.1	59991	60974	-	34327640	-	A0U91_RS00330	WP_077929695.1	327	HlyD family efflux transporter periplasmic adaptor subunit
chr	NZ_CP014687.1	61330	63027	+	34327624	-	A0U91_RS00335	WP_077929696.1	565	FAD-dependent oxidoreductase
chr	NZ_CP014687.1	63042	66632	+	34326816	nifJ	A0U91_RS00340	WP_077929697.1	1196	pyruvate:ferredoxin (flavodoxin) oxidoreductase
chr	NZ_CP014687.1	66672	67688	+	34325074	-	A0U91_RS00345	WP_077929698.1	338	dihydroorotate dehydrogenase-like protein
chr	NZ_CP014687.1	67723	68742	+	34326811	-	A0U91_RS00350	WP_077931562.1	339	bifunctional enoyl-CoA hydratase/phosphate acetyltransferase
chr	NZ_CP014687.1	68785	69975	+	34327018	-	A0U91_RS00355	WP_077929699.1	396	acetate/propionate family kinase
chr	NZ_CP014687.1	70173	71798	-	34327017	-	A0U91_RS00360	WP_077929700.1	541	inorganic phosphate transporter
chr	NZ_CP014687.1	72020	74434	-	34327008	-	A0U91_RS00365	WP_077931563.1	804	TonB-dependent receptor
chr	NZ_CP014687.1	74697	75932	-	34326136	-	A0U91_RS00370	WP_025827213.1	411	MFS transporter
chr	NZ_CP014687.1	75957	76355	-	34325190	-	A0U91_RS00375	WP_077931564.1	132	heme-binding protein
chr	NZ_CP014687.1	76443	77171	-	34327742	-	A0U91_RS00380	WP_077929701.1	242	IclR family transcriptional regulator
chr	NZ_CP014687.1	77336	78808	-	34327743	-	A0U91_RS00385	WP_077929702.1	490	MFS transporter
chr	NZ_CP014687.1	79194	81980	+	34327735	-	A0U91_RS00390	WP_099050378.1	928	hypothetical protein
chr	NZ_CP014687.1	82052	84445	+	34326001	-	A0U91_RS00395	WP_077929704.1	797	glycoside hydrolase family 127 protein
chr	NZ_CP014687.1	84558	85217	+	34326289	-	A0U91_RS00400	WP_077929705.1	219	GntR family transcriptional regulator
chr	NZ_CP014687.1	85341	86903	-	34325243	-	A0U91_RS00405	WP_077929706.1	520	APC family permease
chr	NZ_CP014687.1	86947	88506	-	34326721	-	A0U91_RS00410	WP_077929707.1	519	aldehyde dehydrogenase (NADP(+))
chr	NZ_CP014687.1	88516	89769	-	34325271	-	A0U91_RS00415	WP_077929708.1	417	FAD-binding oxidoreductase
chr	NZ_CP014687.1	89766	91526	-	34326644	-	A0U91_RS00420	WP_077929709.1	586	aminopeptidase P family protein
chr	NZ_CP014687.1	91551	92729	-	34326645	-	A0U91_RS00425	WP_077929710.1	392	aminopeptidase P family protein
chr	NZ_CP014687.1	92961	93860	+	34326963	-	A0U91_RS00430	WP_086654747.1	299	dihydrodipicolinate synthase family protein
chr	NZ_CP014687.1	93977	95764	+	34326964	-	A0U91_RS00435	WP_077929712.1	595	DUF885 family protein
chr	NZ_CP014687.1	95780	97879	-	34326959	-	A0U91_RS00440	WP_077931565.1	699	beta-galactosidase
chr	NZ_CP014687.1	98077	99072	+	34325002	-	A0U91_RS00445	WP_077929713.1	331	4-hydroxyproline epimerase
chr	NZ_CP014687.1	99608	102367	+	34326325	-	A0U91_RS00450	WP_077931566.1	919	TonB-dependent receptor
chr	NZ_CP014687.1	102448	104289	+	34325319	-	A0U91_RS00455	WP_077929714.1	613	DUF885 family protein
chr	NZ_CP014687.1	104484	105365	+	34325293	-	A0U91_RS00460	WP_077929715.1	293	3\'-5\' exonuclease
chr	NZ_CP014687.1	105394	106254	+	34327373	-	A0U91_RS00465	WP_077931567.1	286	DNA/RNA non-specific endonuclease
chr	NZ_CP014687.1	107204	107485	-	34327363	-	A0U91_RS00475	WP_077929716.1	93	SelT/SelW/SelH family protein
chr	NZ_CP014687.1	107647	108285	-	34326682	-	A0U91_RS00480	WP_099050379.1	212	PadR family transcriptional regulator
chr	NZ_CP014687.1	108414	109370	+	34325946	-	A0U91_RS00485	WP_077929718.1	318	DUF4232 domain-containing protein
chr	NZ_CP014687.1	109404	110306	+	34327650	-	A0U91_RS00490	WP_077929719.1	300	LysR family transcriptional regulator
chr	NZ_CP014687.1	110430	112328	+	34326130	-	A0U91_RS00495	WP_099050380.1	632	FUSC family protein
chr	NZ_CP014687.1	112449	112925	+	34326140	-	A0U91_RS00500	WP_077931569.1	158	hypothetical protein
chr	NZ_CP014687.1	112931	113677	+	34326142	-	A0U91_RS00505	WP_077929720.1	248	DUF1275 domain-containing protein
chr	NZ_CP014687.1	113698	114693	-	34325532	trpS	A0U91_RS00510	WP_077929721.1	331	tryptophan--tRNA ligase
chr	NZ_CP014687.1	114731	115201	-	34327016	-	A0U91_RS00515	WP_077929722.1	156	cytochrome c
chr	NZ_CP014687.1	115259	115750	-	34325506	-	A0U91_RS00520	WP_025828226.1	163	peptidylprolyl isomerase
chr	NZ_CP014687.1	115794	117035	-	34327551	-	A0U91_RS00525	WP_025828228.1	413	argininosuccinate synthase
chr	NZ_CP014687.1	117150	118364	-	34326458	rlmN	A0U91_RS00530	WP_077931570.1	404	23S rRNA (adenine(2503)-C(2))-methyltransferase RlmN
chr	NZ_CP014687.1	118467	119072	-	34327533	-	A0U91_RS00535	WP_099050381.1	201	hypothetical protein
chr	NZ_CP014687.1	119245	119994	-	34327747	-	A0U91_RS00540	WP_077929723.1	249	TlyA family RNA methyltransferase
chr	NZ_CP014687.1	119999	121978	-	34325035	-	A0U91_RS00545	WP_077929724.1	659	1-deoxy-D-xylulose-5-phosphate synthase
chr	NZ_CP014687.1	121984	122922	-	34326506	-	A0U91_RS00550	WP_077929725.1	312	polyprenyl synthetase family protein
chr	NZ_CP014687.1	122930	123160	-	34327507	-	A0U91_RS00555	WP_035373776.1	76	exodeoxyribonuclease VII small subunit
chr	NZ_CP014687.1	123262	123504	-	34327227	-	A0U91_RS00560	WP_025826595.1	80	MULTISPECIES: sulfurtransferase TusA family protein
chr	NZ_CP014687.1	123617	124513	+	34327345	-	A0U91_RS00565	WP_077929726.1	298	ROK family protein
chr	NZ_CP014687.1	124555	125355	-	34324994	-	A0U91_RS00570	WP_077929727.1	266	RlmE family RNA methyltransferase
chr	NZ_CP014687.1	125352	126482	-	34327429	-	A0U91_RS00575	WP_077929728.1	376	Ppx/GppA family phosphatase
chr	NZ_CP014687.1	126923	128944	-	34327240	-	A0U91_RS00585	WP_077931571.1	673	IMP dehydrogenase
chr	NZ_CP014687.1	129207	129611	-	34327242	-	A0U91_RS00590	WP_077931572.1	134	DUF2946 domain-containing protein
chr	NZ_CP014687.1	129881	130666	+	34327235	-	A0U91_RS00595	WP_077929729.1	261	hypothetical protein
chr	NZ_CP014687.1	131816	135238	+	34326968	-	A0U91_RS00605	WP_077929730.1	1140	autotransporter domain-containing protein
chr	NZ_CP014687.1	135411	136754	+	34325858	-	A0U91_RS00610	WP_077929731.1	447	hypothetical protein
chr	NZ_CP014687.1	136918	138564	-	34327493	-	A0U91_RS00615	WP_077929732.1	548	alpha-D-glucose phosphate-specific phosphoglucomutase
chr	NZ_CP014687.1	138899	139594	+	34326089	-	A0U91_RS00620	WP_077931573.1	231	GntR family transcriptional regulator
chr	NZ_CP014687.1	139720	141006	+	34326777	-	A0U91_RS00625	WP_077929733.1	428	allantoate amidohydrolase
chr	NZ_CP014687.1	141031	142260	+	34327290	-	A0U91_RS00630	WP_077929734.1	409	alanine--glyoxylate aminotransferase family protein
chr	NZ_CP014687.1	142295	142480	+	34327274	-	A0U91_RS00635	WP_025826609.1	61	DUF4089 domain-containing protein
chr	NZ_CP014687.1	142480	143844	+	34327357	-	A0U91_RS00640	WP_077929735.1	454	AtzE family amidohydrolase
chr	NZ_CP014687.1	143850	145457	+	34327365	-	A0U91_RS00645	WP_077929736.1	535	gamma-glutamyltransferase family protein
chr	NZ_CP014687.1	145474	146808	-	34325997	guaD	A0U91_RS00650	WP_077929737.1	444	guanine deaminase
chr	NZ_CP014687.1	146834	147736	-	34327780	-	A0U91_RS00655	WP_077929738.1	300	LysR family transcriptional regulator
chr	NZ_CP014687.1	147884	149296	+	34325734	-	A0U91_RS00660	WP_077931574.1	470	NAD(P)/FAD-dependent oxidoreductase
chr	NZ_CP014687.1	149360	150253	+	34325141	-	A0U91_RS00665	WP_077929739.1	297	allantoinase PuuE
chr	NZ_CP014687.1	150250	150756	+	34326044	uraD	A0U91_RS00670	WP_077929740.1	168	2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase
chr	NZ_CP014687.1	150753	151085	+	34326025	uraH	A0U91_RS00675	WP_077929741.1	110	hydroxyisourate hydrolase
chr	NZ_CP014687.1	151033	152529	+	34325794	-	A0U91_RS00680	WP_077929742.1	498	purine permease
chr	NZ_CP014687.1	152543	153583	-	34325795	-	A0U91_RS00685	WP_077929743.1	346	LysR family transcriptional regulator
chr	NZ_CP014687.1	155264	157588	+	34327094	xdhB	A0U91_RS00695	WP_099050382.1	774	xanthine dehydrogenase molybdopterin binding subunit
chr	NZ_CP014687.1	157601	158422	+	34327633	xdhC	A0U91_RS00700	WP_077929745.1	273	xanthine dehydrogenase accessory protein XdhC
chr	NZ_CP014687.1	158495	158896	-	34326850	-	A0U91_RS00705	WP_077929746.1	133	oxalurate catabolism protein HpxZ
chr	NZ_CP014687.1	159008	161416	-	34324988	-	A0U91_RS00710	WP_077929747.1	802	TonB-dependent receptor
chr	NZ_CP014687.1	161923	164973	+	34326037	fdnG	A0U91_RS00715	WP_077929748.1	1016	formate dehydrogenase-N subunit alpha
chr	NZ_CP014687.1	164983	165936	+	34327565	fdxH	A0U91_RS00720	WP_077931575.1	317	formate dehydrogenase subunit beta
chr	NZ_CP014687.1	165939	166592	+	34325016	-	A0U91_RS00725	WP_077929749.1	217	formate dehydrogenase subunit gamma
